rg,layer,k,num-params,batch-size,test-time,test-time-std,test-space,test-space-std,train-time,train-time-std,train-space,train-space-std
CLT,cp,8,1784600,128,14.720065637764682,0.44989467084793067,0.31113243103027344,0.0,40.98483170658709,2.8129980347942887,0.33237171173095703,40.98483170658709
CLT,cp-shared,8,1619032,128,14.658447916727948,0.6022593021086274,0.31047630310058594,0.0,42.464743173744786,2.2337831574208895,0.3304901123046875,42.464743173744786
CLT,cp,16,3927088,128,15.514218552524307,0.4659199320231156,0.3250913619995117,0.0,41.57195183933978,2.271779794733642,0.3622856140136719,41.57195183933978
CLT,cp-shared,16,3264816,128,15.431675627528424,0.7829594283657821,0.32258081436157227,0.0,42.61523469672146,1.7804744105215577,0.355039119720459,42.61523469672146
CLT,cp,32,9285728,128,17.39298605248631,0.7599941765243218,0.35729122161865234,0.0,42.96990232965554,2.2346950536004875,0.43468475341796875,42.96990232965554
CLT,cp-shared,32,6636640,128,17.050381886432447,0.8624639970884993,0.347104549407959,0.0,46.238033723639674,2.0449591050963742,0.40448617935180664,46.238033723639674
CLT,cp,64,24297664,128,22.158124464103974,0.3944759868773825,0.43904733657836914,0.0,51.33422097815088,1.9945781648331884,0.6873960494995117,51.33422097815088
CLT,cp-shared,64,13701312,128,22.134464853738685,0.7490375997088762,0.39930152893066406,0.0,54.016833937311745,1.7203473653262231,0.6550650596618652,54.016833937311745
CLT,cp,128,71500160,128,32.35061741258246,0.869209798734746,0.6632757186889648,0.0,72.49543112636091,1.4359966982802446,1.5151724949419259,72.49543112636091
CLT,cp-shared,128,29114752,128,32.203991526101966,0.6221293808633521,0.5026192665100098,0.0,75.6505478701917,1.1315770574730455,1.202171802520752,75.6505478701917
CLT,cp,256,234619648,128,54.97612918715879,0.578745038760499,1.3714995384216309,0.0,140.68476738987198,1.2195654983034052,4.413638061308957,140.68476738987198
CLT,cp-shared,256,65078016,128,55.36485780769563,0.427652246615216,0.7322959899902344,0.0,126.17992670756267,0.7297878836158955,2.3504644244550223,126.17992670756267
CLT,cp,512,835716608,128,137.14531882412462,0.719376954446647,3.997952938079834,0.0,353.8272618060131,0.9106226375331781,15.626151138520145,353.8272618060131
CLT,cp-shared,512,157550080,128,136.6895007397755,0.7319274978128042,1.465346336364746,0.0,275.320133316469,1.028012075155987,4.897592067718506,275.320133316469
CLT,cp-shared,1024,424676352,128,452.30581824367783,5.159739352299913,3.297970771789551,0.0,778.6816582737199,5.007410835242578,10.887209415435791,778.6816582737199
CLT,cp-shared,2048,1287657472,128,1466.8284255184801,2.5689763468492752,8.216927528381348,0.0,2289.138850323168,2.8798140835514663,26.555342090177728,2289.138850323168
